"unit" "studym" "intervention" "pre_post" "pd" "falls" "insurance" "prop_female_pd" "prop_white_pd" "prop_pd75" "prop_psy"
7 10 1 1 367 2 0.523160762942779 0.457765667574932 0.523160762942779 0.0708446866485014 0.1223
7 11 1 1 371 4 0.649595687331536 0.315363881401617 0.592991913746631 0.0943396226415094 0.15206
7 12 1 1 421 0 0.764845605700713 0.460807600950119 0.581947743467934 0.180522565320665 0.18835
7 13 1 1 351 2 0.695156695156695 0.404558404558405 0.441595441595442 0.165242165242165 0.12702
7 14 1 1 368 1 0.627717391304348 0.459239130434783 0.480978260869565 0.144021739130435 0.21302
7 15 1 1 335 3 0.543283582089552 0.334328358208955 0.397014925373134 0.0567164179104478 0.1453
7 16 1 1 349 0 0.610315186246418 0.358166189111748 0.455587392550143 0.126074498567335 0.06197
7 17 1 1 389 1 0.588688946015424 0.493573264781491 0.395886889460154 0.0848329048843188 0.20506
7 18 1 1 297 1 0.501683501683502 0.417508417508417 0.457912457912458 0.0437710437710438 0.19288
7 19 1 1 390 0 0.566666666666667 0.38974358974359 0.448717948717949 0.0923076923076923 0.18466
7 20 1 1 342 3 0.637426900584795 0.526315789473684 0.371345029239766 0.105263157894737 0.18033
7 21 1 1 333 0 0.582582582582583 0.57957957957958 0.381381381381381 0.0540540540540541 0.13285
7 22 1 1 302 0 0.635761589403974 0.592715231788079 0.311258278145695 0.102649006622517 0.13287
7 23 1 1 354 1 0.415254237288136 0.559322033898305 0.418079096045198 0.0508474576271186 0.1467
7 24 1 1 300 1 0.453333333333333 0.473333333333333 0.363333333333333 0.0366666666666667 0.27381
7 25 1 1 187 2 0.60427807486631 0.561497326203209 0.358288770053476 0.0481283422459893 0.24623
7 26 1 1 337 0 0.468842729970326 0.543026706231454 0.427299703264095 0.056379821958457 0.15625
8 1 0 0 677 5 0.711964549483013 0.677991137370753 0.163958641063516 0.251107828655835 0.13485
8 2 0 0 729 3 0.611796982167353 0.534979423868313 0.159122085048011 0.190672153635117 0.20672
8 3 0 0 683 1 0.629575402635432 0.71303074670571 0.149341142020498 0.231332357247438 0.22563
8 4 0 0 716 5 0.63268156424581 0.541899441340782 0.26536312849162 0.124301675977654 0.30336
8 5 0 0 728 5 0.718406593406593 0.554945054945055 0.259615384615385 0.178571428571429 0.27177
8 6 0 0 662 5 0.697885196374622 0.610271903323263 0.146525679758308 0.200906344410876 0.31335
8 7 0 0 715 6 0.681118881118881 0.559440559440559 0.145454545454545 0.267132867132867 0.25752
8 8 0 0 409 3 0.672371638141809 0.667481662591687 0.190709046454768 0.200488997555012 0.20809
8 9 0 1 564 3 0.734042553191489 0.593971631205674 0.221631205673759 0.267730496453901 0.24282
8 10 0 1 536 4 0.666044776119403 0.572761194029851 0.190298507462687 0.212686567164179 0.26825
8 11 0 1 627 2 0.556618819776715 0.553429027113238 0.170653907496013 0.290271132376396 0.13703
8 12 0 1 727 1 0.716643741403026 0.676753782668501 0.248968363136176 0.298486932599725 0.26893
8 13 0 1 686 3 0.682215743440233 0.664723032069971 0.157434402332362 0.355685131195335 0.18642
8 14 0 1 700 4 0.697142857142857 0.582857142857143 0.182857142857143 0.257142857142857 0.21655
8 15 0 1 672 4 0.71875 0.602678571428571 0.150297619047619 0.354166666666667 0.23302
8 16 0 1 702 5 0.680911680911681 0.643874643874644 0.160968660968661 0.311965811965812 0.25128
8 17 0 1 716 5 0.66340782122905 0.479050279329609 0.166201117318436 0.243016759776536 0.21717
8 18 0 1 628 8 0.664012738853503 0.613057324840764 0.164012738853503 0.253184713375796 0.23153
8 19 0 1 707 3 0.633663366336634 0.602545968882603 0.157001414427157 0.268741159830269 0.2442
8 20 0 1 684 2 0.685672514619883 0.574561403508772 0.27046783625731 0.323099415204678 0.20388
8 21 0 1 697 3 0.710186513629842 0.57245337159254 0.203730272596844 0.309899569583931 0.1625
8 22 0 1 662 5 0.678247734138973 0.623867069486405 0.217522658610272 0.253776435045317 0.18065
8 23 0 1 684 7 0.679824561403509 0.584795321637427 0.121345029239766 0.292397660818713 0.19474
8 24 0 1 654 2 0.67737003058104 0.535168195718654 0.188073394495413 0.249235474006116 0.17764
8 25 0 1 666 4 0.591591591591592 0.573573573573574 0.112612612612613 0.258258258258258 0.23609
8 26 0 1 693 6 0.633477633477634 0.513708513708514 0.248196248196248 0.199134199134199 0.26323
9 1 1 0 384 1 0.640625 0.541666666666667 0.377604166666667 0.28125 0.19159
9 2 1 0 389 2 0.681233933161954 0.6426735218509 0.475578406169666 0.431876606683805 0.23514
9 3 1 0 114 0 0.614035087719298 0.675438596491228 0.342105263157895 0.201754385964912 0.41406
9 4 1 0 44 1 0.704545454545455 0.727272727272727 0.522727272727273 0.363636363636364 1
9 5 1 0 318 1 0.707547169811321 0.60062893081761 0.534591194968553 0.223270440251572 0.22685
9 6 1 0 528 1 0.602272727272727 0.649621212121212 0.318181818181818 0.223484848484848 0.31939
9 7 1 0 532 3 0.62218045112782 0.593984962406015 0.25 0.240601503759398 0.24394
9 8 1 0 357 0 0.750700280112045 0.543417366946779 0.179271708683473 0.302521008403361 0.22288
9 9 1 1 472 1 0.648305084745763 0.599576271186441 0.353813559322034 0.364406779661017 0.28049
9 10 1 1 468 4 0.673076923076923 0.572649572649573 0.286324786324786 0.275641025641026 0.28636
9 11 1 1 591 9 0.61590524534687 0.61590524534687 0.379018612521151 0.277495769881557 0.31125
9 12 1 1 604 3 0.490066225165563 0.516556291390728 0.437086092715232 0.230132450331126 0.27893
9 13 1 1 576 3 0.633680555555556 0.602430555555556 0.338541666666667 0.217013888888889 0.2973
9 14 1 1 570 4 0.668421052631579 0.589473684210526 0.380701754385965 0.317543859649123 0.28639
9 15 1 1 547 3 0.603290676416819 0.650822669104205 0.351005484460695 0.336380255941499 0.23411
9 16 1 1 555 4 0.652252252252252 0.63963963963964 0.363963963963964 0.279279279279279 0.34247
9 17 1 1 530 3 0.641509433962264 0.422641509433962 0.349056603773585 0.345283018867925 0.27863
9 18 1 1 543 3 0.703499079189687 0.56353591160221 0.392265193370166 0.390423572744015 0.23917
9 19 1 1 596 6 0.62248322147651 0.674496644295302 0.24496644295302 0.201342281879195 0.23833
9 20 1 1 539 5 0.500927643784787 0.512059369202226 0.341372912801484 0.224489795918367 0.23063
9 21 1 1 564 3 0.576241134751773 0.671985815602837 0.340425531914894 0.269503546099291 0.21648
9 22 1 1 524 3 0.641221374045801 0.704198473282443 0.412213740458015 0.32824427480916 0.26978
9 23 1 1 569 2 0.567662565905097 0.560632688927944 0.42530755711775 0.31634446397188 0.30294
9 24 1 1 607 3 0.533772652388797 0.579901153212521 0.406919275123558 0.268533772652389 0.24432
9 25 1 1 535 3 0.596261682242991 0.545794392523364 0.386915887850467 0.34018691588785 0.22619
9 26 1 1 589 7 0.528013582342954 0.638370118845501 0.387096774193548 0.125636672325976 0.29695
10 1 1 0 526 1 0.572243346007605 0.53041825095057 0.182509505703422 0.161596958174905 0.23704
10 2 1 0 541 1 0.545286506469501 0.545286506469501 0.290203327171904 0.184842883548983 0.2177
10 3 1 0 484 5 0.677685950413223 0.601239669421488 0.159090909090909 0.301652892561983 0.33149
10 4 1 0 539 2 0.554730983302412 0.471243042671614 0.170686456400742 0.179962894248609 0.26482
10 5 1 0 547 2 0.641681901279707 0.528336380255942 0.259597806215722 0.162705667276051 0.1744
10 6 1 0 492 4 0.684959349593496 0.601626016260163 0.215447154471545 0.213414634146341 0.32251
10 7 1 0 543 1 0.666666666666667 0.521178637200737 0.228360957642726 0.187845303867403 0.20626
10 8 1 0 382 6 0.753926701570681 0.678010471204188 0.107329842931937 0.269633507853403 0.17992
10 9 1 1 543 4 0.767955801104972 0.685082872928177 0.167587476979742 0.360957642725599 0.34364
10 10 1 1 524 0 0.706106870229008 0.639312977099237 0.137404580152672 0.41793893129771 0.25865
10 11 1 1 521 2 0.581573896353167 0.570057581573896 0.155470249520154 0.234165067178503 0.23609
10 12 1 1 538 1 0.620817843866171 0.650557620817844 0.156133828996283 0.284386617100372 0.24283
10 13 1 1 520 1 0.682692307692308 0.503846153846154 0.280769230769231 0.348076923076923 0.17728
10 14 1 1 541 7 0.704251386321627 0.685767097966728 0.175600739371534 0.310536044362292 0.30731
10 15 1 1 504 3 0.704365079365079 0.652777777777778 0.152777777777778 0.323412698412698 0.24138
10 16 1 1 520 0 0.7 0.596153846153846 0.205769230769231 0.267307692307692 0.29204
10 17 1 1 543 5 0.837937384898711 0.552486187845304 0.128913443830571 0.384898710865562 0.27367
10 18 1 1 480 0 0.729166666666667 0.575 0.21875 0.310416666666667 0.24031
10 19 1 1 544 1 0.744485294117647 0.503676470588235 0.209558823529412 0.459558823529412 0.23214
10 20 1 1 515 3 0.644660194174757 0.666019417475728 0.250485436893204 0.324271844660194 0.22571
10 21 1 1 520 3 0.655769230769231 0.5 0.186538461538462 0.307692307692308 0.22321
10 22 1 1 509 0 0.565815324165029 0.508840864440079 0.161100196463654 0.225933202357564 0.20725
10 23 1 1 495 3 0.654545454545455 0.472727272727273 0.187878787878788 0.185858585858586 0.23592
10 24 1 1 512 4 0.638671875 0.623046875 0.162109375 0.232421875 0.17052
10 25 1 1 497 3 0.585513078470825 0.595573440643863 0.138832997987928 0.211267605633803 0.25933
10 26 1 1 522 2 0.5 0.588122605363985 0.24904214559387 0.208812260536398 0.20752
11 1 1 0 643 0 0.639191290824261 0.55054432348367 0.3950233281493 0.31104199066874 0.15265
11 2 1 0 702 7 0.575498575498576 0.594017094017094 0.517094017094017 0.122507122507123 0.11609
11 3 1 0 639 1 0.583724569640063 0.572769953051643 0.295774647887324 0.142410015649452 0.18947
11 4 1 0 690 5 0.566666666666667 0.557971014492754 0.378260869565217 0.191304347826087 0.17603
11 5 1 0 701 2 0.69472182596291 0.429386590584879 0.356633380884451 0.164051355206847 0.25888
11 6 1 0 629 3 0.672496025437202 0.48489666136725 0.359300476947536 0.146263910969793 0.34393
11 7 1 0 359 2 0.64066852367688 0.476323119777159 0.532033426183844 0.144846796657382 0.23804
11 8 1 0 469 5 0.635394456289979 0.626865671641791 0.411513859275053 0.392324093816631 0.26913
11 9 1 1 679 5 0.649484536082474 0.483063328424153 0.285714285714286 0.188512518409426 0.20844
11 10 1 1 637 8 0.552590266875981 0.681318681318681 0.398744113029827 0.116169544740973 0.15979
11 11 1 1 609 4 0.504105090311987 0.617405582922824 0.423645320197044 0.0919540229885057 0.24355
11 12 1 1 550 8 0.405454545454545 0.650909090909091 0.434545454545455 0.114545454545455 0.2135
11 13 1 1 515 2 0.553398058252427 0.456310679611651 0.324271844660194 0.0893203883495146 0.2176
11 14 1 1 544 6 0.588235294117647 0.575367647058823 0.308823529411765 0.290441176470588 0.19725
11 15 1 1 521 2 0.579654510556622 0.618042226487524 0.410748560460653 0.284069097888676 0.31874
11 16 1 1 600 1 0.675 0.453333333333333 0.336666666666667 0.39 0.29464
11 17 1 1 666 4 0.515015015015015 0.433933933933934 0.433933933933934 0.168168168168168 0.25738
11 18 1 1 619 2 0.466882067851373 0.450726978998384 0.326332794830372 0.192245557350565 0.16027
11 19 1 1 687 4 0.513828238719068 0.46433770014556 0.430858806404658 0.192139737991266 0.2276
11 20 1 1 641 0 0.633385335413417 0.544461778471139 0.464898595943838 0.252730109204368 0.31831
11 21 1 1 636 3 0.572327044025157 0.639937106918239 0.501572327044025 0.221698113207547 0.2327
11 22 1 1 625 0 0.5616 0.5088 0.5504 0.216 0.17733
11 23 1 1 618 6 0.686084142394822 0.383495145631068 0.470873786407767 0.286407766990291 0.18299
11 24 1 1 631 5 0.554675118858954 0.421553090332805 0.354992076069731 0.22662440570523 0.22767
11 25 1 1 590 0 0.555932203389831 0.547457627118644 0.476271186440678 0.169491525423729 0.23108
11 26 1 1 640 4 0.68125 0.553125 0.1546875 0.0953125 0.19013
12 1 1 0 701 11 0.699001426533523 0.620542082738944 0.191155492154066 0.253922967189729 0.1455
12 2 1 0 723 6 0.663900414937759 0.55463347164592 0.156293222683264 0.177040110650069 0.16074
12 3 1 0 689 3 0.613933236574746 0.545718432510885 0.172714078374456 0.184325108853411 0.18425
12 4 1 0 712 4 0.615168539325843 0.639044943820225 0.25 0.269662921348315 0.14901
12 5 1 0 734 1 0.696185286103542 0.658038147138965 0.183923705722071 0.12125340599455 0.281
12 6 1 0 663 6 0.559577677224736 0.606334841628959 0.137254901960784 0.179487179487179 0.29859
